Text Type,Text Index,1 English (영어),2 Korean (한국어),3 French (프랑스어),4 German (독일어),5 Spanish (스페인어),6 Italian (이탈리아어),7 Danish (덴마크어),8 Japanese (일본어),9 Chinese_Traditional (중국어-번체),10 Chinese_Simplified (중국어-간체),11 Polish (폴란드어),
ClosePSDImport_Body,61,Are you sure you want to cancel the PSD import? (The data is not saved.),PSD 불러오기를 취소하시겠습니까? 데이터는 저장되지 않습니다.,Êtes-vous sûr de vouloir annuler l'importation PSD? (Les données ne sont pas sauvegardées.),Möchten Sie den PSD-Import wirklich abbrechen? (Die Daten werden nicht gespeichert.),¿Seguro que quieres cancelar la importación de PSD? (Los datos no se guardan),Annullare l'importazione PSD? (I dati non sono stati salvati).,Er du sikker på[c] at du vil annullere PSD-importen? (Dataene gemmes ikke.),PSDのインポートをキャンセルしてもよろしいですか？ (データは保存されません)。,你確定要取消PSD導入？ (數據不被保存),你确定要取消PSD导入？ (数据不被保存),Czy na pewno chcesz anulować importowanie PSD? (Dane nie są zapisywane.),
MeshEditChanged_Title,62,Mesh creation work is incomplete,미완료된 메시 수정 작업,Le travail de création de maillage est incomplet,Die Netzerstellungsarbeit ist unvollständig,El trabajo de creación de malla está incompleto,Il lavoro di creazione della maglia è incompleto,Mesh skabelse arbejde er ufuldstændig,メッシュ作成作業が不完全,網格劃分創建工作不完整,网格划分创建工作不完整,Tworzenie siatki jest niepełne,
MeshEditChanged_Body,63,Mesh creation work is not complete. Do you want to create Polygons?,메시 수정 작업이 완료되지 않았습니다. 폴리곤을 생성할까요?,Le travail de création de maillage n'est pas terminé. Voulez-vous créer des polygones?,Die Netzerstellungsarbeit ist nicht abgeschlossen. Möchten Sie Polygone erstellen?,El trabajo de creación de malla no está completo. ¿Quieres crear polígonos?,Il lavoro di creazione della maglia non è completo. Vuoi creare poligoni?,Mesh skabelse arbejde er ikke komplet. Vil du oprette polygoner?,メッシュの作成作業が完了していません。ポリゴンを作成しますか？,網格劃分創建工作不完整。你想創建多邊形嗎？,网格划分创建工作不完整。你想创建多边形吗？,Tworzenie siatki nie jest kompletne. Czy chcesz utworzyć wielokątów?,
MeshEditChanged_Okay,64,Make Polygons,폴리곤 생성,Faire des polygones,Machen Sie Polygone,Hacer polígonos,Crea poligoni,Lav polygoner,ポリゴンを作る,做多邊形,做多边形,Twórz wielokątów,
ControlParamDefaultAll_Title,65,Set to default,기본값으로 변경,Définir par défaut,Auf Standard setzen,Establecer como predeterminado,Imposta su predefinito,Indstillet til standard,デフォルト値に変更,設置為默認,设置为默认,Ustawiony na domyślny,
ControlParamDefaultAll_Body,66,Do you want to change all Control Parameter values to their default values?,모든 컨트롤 파라미터의 값을 기본값으로 변경할까요?,Voulez-vous modifier toutes les valeurs des paramètres de contrôle à leurs valeurs par défaut?,Möchten Sie alle Control Parameter-Werte auf ihre Standardwerte ändern?,¿Desea cambiar todos los valores del parámetro de control a sus valores predeterminados?,Vuoi cambiare tutti i valori dei parametri di controllo ai loro valori predefiniti?,Vil du ændre alle kontrolparameterværdier til deres standardværdier?,すべての制御パラメータ値をデフォルト値に変更しますか？,您是否要將所有控制參數值更改為默認值？,您是否要将所有控制参数值更改为默认值？,Czy chcesz zmienić wszystkie wartości parametrów sterowania na ich wartości domyślne?,
ControlParamDefaultAll_Okay,67,Set all values to default,기본값으로 변경,Définir toutes les valeurs par défaut,Setzen Sie alle Werte auf den Standardwert,Establecer todos los valores por defecto,Imposta tutti i valori come predefiniti,Indstil alle værdier som standard,すべての値をデフォルトに設定する,將所有值設置為默認值,将所有值设置为默认值,Ustaw wszystkie jako domyślne,
RemoveRecordKey_Title,68,Remove Record Key,레코드 키 삭제,Supprimer la clé d'enregistrement,Entfernen Sie den Datensatzschlüssel,Eliminar clave de grabación,Rimuovi la chiave di registrazione,Fjern Record Key,レコードキーを削除,刪除記錄密鑰,删除记录密钥,Usuń klucz rekordu,
RemoveRecordKey_Body,69,Remove Record Key?,레코드 키를 삭제하시겠습니까?,Supprimer la clé d'enregistrement?,Datensatzschlüssel entfernen?,¿Eliminar clave de grabación?,Rimuovere la chiave di registrazione?,Fjern Record Key?,レコードキーを削除しますか？,刪除記錄密鑰？,删除记录密钥？,Usunąć klucz rekordu?,
AdaptFFDTransformEdit_Title,70,Apply FFD Transformation,FFD 작업을 적용,Appliquer la transformation FFD,Wenden Sie FFD-Transformation an,Aplicar la transformación FFD,Applica trasformazione FFD,Anvend FFD Transformation,FFD変換を適用,應用FFD轉換,应用FFD转换,Zastosuj transformację FFD,
AdaptFFDTransformEdit_Body,71,Apply changed FFD Transformation?,변경된 FFD 작업을 적용하시겠습니까?,Appliquer la transformation FFD modifiée?,Geänderte FFD-Transformation anwenden?,¿Aplicar la transformación FFD modificada?,Applica la trasformazione FFD modificata?,Anvend ændret FFD Transformation?,変更されたFFD変換を適用しますか？,應用改變的FFD轉換？,应用改变的FFD转换？,Zastosuj zmienioną transformację FFD?,
AdaptFFDTransformEdit_Okay,72,Apply,적용,Appliquer,Sich bewerben,Aplicar,Applicare,Ansøge,適用,應用,应用,Zastosować,
AdaptFFDTransformEdit_No,73,Revert,되돌리기,Revenir,Zurückkehren,Revertir,Ritornare,Vende tilbage,元に戻す,還原,还原,Wróć,
RemoveImage_Title,74,Remove Image,이미지 삭제,Supprimer l'image,Entferne Bild,Quita la imagen,Rimuovi immagine,Fjern billede,イメージを削除,刪除圖像,删除图像,Usuń obraz,
RemoveImage_Body,75,Do you want to remove Image [ {0} ]?,이미지 [ {0} ]를 삭제하시겠습니까?,Voulez-vous supprimer Image [ {0} ]?,Möchten Sie Bild [ {0} ] entfernen?,¿Desea eliminar la imagen [ {0} ]?,Vuoi rimuovere l'immagine [ {0} ]?,Vil du fjerne billede [ {0} ]?,イメージ[ {0} ]を削除しますか？,你想刪除圖像[ {0} ]嗎？,你想删除图像[ {0} ]吗？,Czy chcesz usunąć obraz [ {0} ]?,
RemoveAnimClip_Title,76,Remove Animation Clip,애니메이션 클립 삭제,Supprimer le clip d'animation,Entfernen Sie den Animationsclip,Eliminar clip de animación,Rimuovi la clip di animazione,Fjern animationsklipset,アニメーションクリップを削除する,刪除動畫剪輯,删除动画剪辑,Usuń klip animacji,
RemoveAnimClip_Body,77,Do you want to remove Animation Clip [ {0} ]?,애니메이션 클립 [ {0} ]을 삭제하시겠습니까?,Voulez-vous supprimer le clip d'animation [ {0} ]?,Möchten Sie den Animationsclip [ {0} ] entfernen?,¿Desea eliminar el clip de animación [ {0} ]?,Vuoi eliminare la clip di animazione [ {0} ]?,Vil du fjerne animationsklippet [ {0} ]?,アニメーションクリップ [ {0} ]を削除しますか？,你想刪除動畫剪輯[ {0} ]？,你想删除动画剪辑[ {0} ]？,Czy chcesz usunąć klip animacji [ {0} ]?,
AnimClipMeshGroupChanged_Title,78,Another Mesh Group is already connected,다른 메시 그룹이 이미 연결됨,Un autre groupe de maillage est déjà connecté,Eine andere Netzgruppe ist bereits verbunden,Otro grupo de malla ya está conectado,Un altro gruppo di maglie è già connesso,En anden maskegruppe er allerede forbundet,別のメッシュグループがすでに接続されています,另一個網格劃分組已經連接,另一个网格划分组已经连接,Inna grupa siatki jest już połączona,
AnimClipMeshGroupChanged_Body,79,This is different from existing Mesh Group. Do you want to ignore this warning and connect selected Mesh Group?,기존에 연결된 메시 그룹과 다릅니다. 이 경고를 무시하고 선택된 메시 그룹을 연결하시겠습니까?,Ceci est différent du groupe de maillage existant. Voulez-vous ignorer cet avertissement et connecter le groupe de maillage sélectionné?,Dies unterscheidet sich von der bestehenden Netzgruppe. Möchten Sie diese Warnung ignorieren und die ausgewählte Netzgruppe verbinden?,Esto es diferente del grupo de malla existente. ¿Desea ignorar esta advertencia y conectar el grupo de malla seleccionado?,Questo è diverso dal gruppo di maglie esistente. Vuoi ignorare questo avviso e connettere il gruppo di maglie selezionato?,Dette adskiller sig fra eksisterende maskegruppe. Vil du ignorere denne advarsel og forbinde valgt maskegruppe?,これは既存のメッシュグループとは異なります。 この警告を無視して[c]選択したメッシュグループに接続しますか？,這與現有的網格劃分組不同。你想忽略這個警告[c]並連接選定的網格劃分組？,这与现有的网格划分组不同。 你想忽略这个警告[c]并连接选定的网格划分组？,To różni się od istniejącej grupy siatki. Czy chcesz zignorować to ostrzeżenie i połączyć wybraną grupę siatki?,
RemoveControlParam_Title,80,Remove Control Parameter,컨트롤 파라미터 삭제,Supprimer le paramètre de contrôle,Entfernen Sie den Steuerparameter,Eliminar parámetro de control,Rimuovi il parametro di controllo,Fjern kontrolparameter,制御パラメータを削除,刪除控制參數,删除控制参数,Usuń parametr kontrolny,
RemoveControlParam_Body,81,If you remove this data from other modifiers may not work properly. Are you sure you want to remove this Parameter [ {0} ]?,컨트롤 파라미터를 삭제하면 다른 모디파이어가 정상적으로 작동하지 않을 수 있습니다. 컨트롤 파라미터 [ {0} ]를 삭제하시겠습니까?,Si vous supprimez ces données d'autres modificateurs[c] elles peuvent ne pas fonctionner correctement. Êtes-vous sûr de vouloir supprimer ce paramètre [ {0} ]?,Wenn Sie diese Daten von anderen Modifier entfernen[c] funktioniert möglicherweise nicht richtig. Möchten Sie diesen Parameter [ {0} ] wirklich entfernen?,Si elimina esta los datos de otros modificadores pueden no funcionar correctamente. ¿Seguro que quieres eliminar este parámetro [ {0} ]?,Se rimuovi questi dati da altri modificatori potrebbe non funzionare correttamente. Sei sicuro di voler rimuovere questo parametro [{0}]?,Hvis du fjerner disse [c] data fra andre modifikatorer[c] fungerer det muligvis ikke korrekt. Er du sikker på[c] at du vil fjerne denne parameter [ {0} ]?,コントロールパラメータを削除すると[c]他のモディファイヤが正常に動作しない場合があります。コントロールパラメータ[ {0} ]を削除しますか？,如果刪除這個其他修飾符的數據可能無法正常工作。您確定要刪除此參數[ {0} ]嗎？,如果删除这个其他修饰符的数据可能无法正常工作。您确定要删除此参数[ {0} ]吗？,Usunięcie tych danych z innych modyfikatorów może nie działać poprawnie. Czy na pewno chcesz usunąć ten parametr [ {0} ]?,
ResetMeshVertices_Title,82,Reset Vertices,버텍스 리셋,Rétablir les sommets,Setze Vertices zurück,Restablecer vértices,Reimposta vertici,Nulstil vertikaler,頂点をリセットする,重置頂點,重置顶点,Zresetuj punkty,
ResetMeshVertices_Body,83,Do you want to reset all the vertices and make them the default shape?,모든 버텍스들을 초기화하여 기본 사각형 메시로 만드시겠습니까?,Voulez-vous réinitialiser tous les sommets et en faire la forme par défaut?,Möchten Sie alle Scheitelpunkte zurücksetzen und zur Standardform machen?,¿Deseas restablecer todos los vértices y convertirlos en la forma predeterminada?,Vuoi reimpostare tutti i vertici e renderli di default?,Vil du nulstille alle hjørnerne og gøre dem til standardformularen?,すべての頂点をリセットして[c]それらをデフォルトシェイプにしますか？,你想重置所有的頂點[c]並使其成為默認的形狀？,你想重置所有的顶点[c]并使其成为默认的形状？,Czy chcesz zresetować wszystkie punkty i nadać im domyślny kształt?,
ResetMeshVertices_Okay,84,Reset,리셋,Réinitialiser,Zurücksetzen,Reiniciar,Reset,Nulstil,リセット,重置,重置,Zresetuj,
RemoveMesh_Title,85,Remove Mesh,메시 삭제,Supprimer le maillage,Entfernen Sie das Netz,Eliminar malla,Rimuovi la maglia,Fjern Mesh,メッシュを削除,去除網格劃分,去除网格划分,Usuń siatkę,
RemoveMesh_Body,86,Do you want to remove Mesh [ {0} ]?,메시 [ {0} ]를 삭제하시겠습니까?,Voulez-vous supprimer le maillage [ {0} ]?,Möchten Sie das Netz [ {0} ] entfernen?,¿Quieres eliminar Mesh [ {0} ]?,Vuoi rimuovere la maglia [ {0} ]?,Vil du fjerne Mesh [ {0} ]?,メッシュ [ {0} ] を削除しますか？,你想刪除網格劃分 [ {0} ]嗎？,你想删除网格划分 [ {0} ]吗？,Czy chcesz usunąć siatkę [ {0} ]?,
RemoveMeshVertices_Title,87,Remove All Vertices,모든 버텍스 삭제,Supprimer tous les sommets,Entfernen Sie alle Scheitelpunkte,Eliminar todos los vértices,Rimuovi tutti i vertici,Fjern alle vertikaler,すべての頂点を削除,刪除所有的頂點,删除所有的顶点,Usuń wszystkie punkty,
RemoveMeshVertices_Body,88,Do you want to remove all Vertices of Mesh?,메시의 모든 버텍스들을 삭제하시겠습니까?,Voulez-vous supprimer tous les sommets de la maillage?,Möchten Sie alle Scheitelpunkte des Netzes entfernen?,¿Desea eliminar todos los vértices de malla?,Vuoi rimuovere tutti i Vertices of maglie?,Vil du fjerne alle Vertices of Mesh?,メッシュのすべての頂点を削除しますか？,你想刪除網格劃分的所有頂點？,你想删除网格划分的所有顶点？,Czy chcesz usunąć wszystkie pints siatki?,
RemoveMeshVertices_Okay,89,Remove All,삭제,Enlever tout,Alles entfernen,Eliminar todo,Rimuovi tutto,Fjern alt,すべて削除,移除所有,移除所有,Usuń wszystko,
RemoveMeshGroup_Title,90,Remove Mesh Group,메시 그룹 삭제,Supprimer le groupe de maillage,Entfernen Sie die Netzgruppe,Eliminar el grupo de malla,Rimuovi gruppo di maglie,Fjern mesh gruppe,メッシュグループを削除,去除網格劃分組,去除网格划分组,Usuń grupę siatki,
